,,,"American Association of Individual Investors 625 N. Michigan Ave., Chicago, IL. 60611; (312) 280-0170; www.aaii.com",,,,,,,,,
7-1-10,24.68%,33.33%,41.99%,100%,35.11%,-17.3%,37.9%,48.0%,27.9%,"1,033.58","1,021.65","1,030.71"
7-8-10,20.94%,21.99%,57.07%,100%,33.15%,-36.1%,37.9%,48.0%,27.9%,"1,071.25","1,062.92","1,060.27"
7-15-10,39.37%,22.84%,37.80%,100%,32.91%,1.6%,37.9%,48.0%,27.9%,"1,095.17","1,080.53","1,095.17"
7-22-10,32.16%,22.81%,45.03%,100%,33.20%,-12.9%,37.9%,48.0%,27.9%,"1,094.59","1,072.14","1,069.59"
7-29-10,40.00%,26.67%,33.33%,100%,33.57%,6.7%,37.9%,48.0%,27.9%,"1,115.90","1,109.63","1,106.13"
8-5-10,30.39%,31.37%,38.24%,100%,33.06%,-7.9%,37.9%,48.0%,27.9%,"1,124.75","1,118.81","1,127.24"
8-12-10,39.76%,30.12%,30.12%,100%,32.72%,9.6%,37.9%,48.0%,27.9%,"1,083.88","1,076.69","1,089.47"
8-19-10,30.11%,27.42%,42.47%,100%,32.18%,-12.4%,37.9%,48.0%,27.9%,"1,092.44","1,077.35","1,094.16"
8-26-10,20.74%,29.79%,49.47%,100%,31.68%,-28.7%,37.9%,48.0%,27.9%,"1,060.25","1,055.38","1,055.33"
9-2-10,30.80%,27.00%,42.21%,100%,32.92%,-11.4%,37.9%,48.0%,27.9%,"1,086.55","1,080.39","1,080.29"
9-9-10,43.87%,24.51%,31.61%,100%,33.48%,12.3%,37.9%,48.0%,27.9%,"1,103.26","1,092.36","1,091.84"
9-16-10,50.89%,24.85%,24.26%,100%,35.82%,26.6%,37.9%,48.0%,27.9%,"1,123.89","1,118.90","1,125.07"
9-23-10,44.97%,29.63%,25.40%,100%,36.44%,19.6%,37.9%,48.0%,27.9%,"1,132.97","1,123.46","1,134.24"
9-30-10,42.53%,25.86%,31.61%,100%,37.96%,10.9%,37.9%,48.0%,27.9%,"1,157.16","1,145.97","1,144.73"
10-7-10,49.03%,23.23%,27.74%,100%,39.12%,21.3%,37.9%,48.0%,27.9%,"1,163.87","1,156.50","1,159.97"
10-14-10,47.10%,26.09%,26.81%,100%,41.24%,20.3%,37.9%,48.0%,27.9%,"1,177.95","1,174.04","1,178.10"
10-21-10,49.62%,25.19%,25.19%,100%,44.85%,24.4%,37.9%,48.0%,27.9%,"1,188.52","1,179.82","1,178.17"
10-28-10,51.23%,27.16%,21.60%,100%,47.41%,29.6%,37.9%,48.0%,27.9%,"1,189.53","1,184.47","1,182.45"
11-4-10,48.23%,21.99%,29.79%,100%,47.95%,18.4%,37.9%,48.0%,27.9%,"1,213.05","1,198.34","1,197.96"
11-11-10,57.56%,13.95%,28.49%,100%,48.78%,29.1%,37.9%,48.0%,27.9%,"1,227.08","1,220.29","1,225.85"
11-18-10,40.00%,27.50%,32.50%,100%,48.16%,7.5%,37.9%,48.0%,27.9%,"1,226.84","1,173.00","1,223.25"
11-25-10,47.40%,27.92%,24.68%,100%,48.77%,22.7%,37.9%,48.0%,27.9%,"1,200.29","1,198.35","1,199.73"
12-2-10,49.66%,24.14%,26.21%,100%,48.85%,23.5%,37.9%,48.0%,27.9%,"1,207.61","1,186.93","1,206.07"
12-9-10,53.05%,24.39%,22.56%,100%,49.59%,30.5%,37.9%,48.0%,27.9%,"1,235.05","1,186.60","1,228.28"
12-16-10,50.23%,22.62%,27.15%,100%,49.67%,23.1%,37.9%,48.0%,27.9%,"1,246.72","1,240.34","1,241.59"
12-23-10,63.28%,20.31%,16.40%,100%,51.18%,46.9%,37.9%,48.0%,27.9%,"1,259.39","1,254.94","1,258.84"
12-30-10,51.61%,28.34%,20.05%,100%,51.60%,31.6%,37.9%,48.0%,27.9%,"1,262.60","1,258.78","1,259.78"
1-6-11,55.88%,25.86%,18.25%,100%,51.39%,37.6%,37.9%,48.0%,27.9%,"1,277.63","1,254.19","1,276.56"
1-13-11,52.34%,24.22%,23.44%,100%,52.93%,28.9%,37.9%,48.0%,27.9%,"1,286.87","1,275.65","1,285.96"
1-20-11,50.75%,20.15%,29.10%,100%,53.35%,21.7%,37.9%,48.0%,27.9%,"1,296.06","1,290.16","1,295.02"
1-27-11,42.04%,23.67%,34.29%,100%,52.40%,7.8%,37.9%,48.0%,27.9%,"1,299.74","1,291.97","1,296.63"
2-3-11,51.54%,21.59%,26.87%,100%,52.21%,24.7%,37.9%,48.0%,27.9%,"1,308.86","1,275.10","1,304.03"
2-10-11,49.40%,23.69%,26.91%,100%,52.11%,22.5%,37.9%,48.0%,27.9%,"1,324.87","1,316.03","1,324.57"
2-17-11,46.58%,27.85%,25.57%,100%,50.02%,21.0%,37.9%,48.0%,27.9%,"1,337.61","1,329.51","1,336.32"
2-24-11,36.63%,27.23%,36.14%,100%,48.15%,0.5%,37.9%,48.0%,27.9%,"1,344.07","1,338.12","1,343.01"
3-3-11,36.79%,30.05%,33.16%,100%,45.76%,3.6%,37.9%,48.0%,27.9%,"1,332.09","1,320.55","1,327.22"
3-10-11,35.97%,31.71%,32.32%,100%,43.71%,3.7%,37.9%,48.0%,27.9%,"1,332.28","1,312.59","1,321.82"
3-17-11,28.49%,31.39%,40.12%,100%,40.93%,-11.6%,37.9%,48.0%,27.9%,"1,315.72","1,294.21","1,304.28"
3-24-11,37.74%,27.27%,34.97%,100%,40.39%,2.8%,37.9%,48.0%,27.9%,"1,300.58","1,292.70","1,298.38"
3-31-11,41.81%,27.12%,31.07%,100%,39.18%,10.7%,37.9%,48.0%,27.9%,"1,331.74","1,321.89","1,328.26"
4-7-11,43.59%,27.56%,28.85%,100%,38.45%,14.7%,37.9%,48.0%,27.9%,"1,339.38","1,328.89","1,335.54"
4-14-11,42.25%,26.76%,30.99%,100%,37.91%,11.3%,37.9%,48.0%,27.9%,"1,339.46","1,309.19","1,314.41"
4-21-11,32.16%,36.84%,30.99%,100%,37.35%,1.2%,37.9%,48.0%,27.9%,"1,332.66","1,319.12","1,330.36"
4-28-11,37.90%,31.45%,30.65%,100%,37.49%,7.3%,37.9%,48.0%,27.9%,"1,349.55","1,336.75","1,347.24"
5-5-11,35.46%,32.67%,31.87%,100%,37.43%,3.6%,37.9%,48.0%,27.9%,"1,370.58","1,358.69","1,363.61"
5-12-11,30.77%,33.73%,35.50%,100%,37.71%,-4.7%,37.9%,48.0%,27.9%,"1,359.44","1,348.34","1,357.16"
5-19-11,26.69%,32.02%,41.29%,100%,36.33%,-14.6%,37.9%,48.0%,27.9%,"1,351.05","1,333.36","1,348.65"
5-26-11,25.61%,32.97%,41.42%,100%,34.30%,-15.8%,37.9%,48.0%,27.9%,"1,346.82","1,336.36","1,343.60"
6-2-11,30.18%,36.39%,33.43%,100%,32.63%,-3.3%,37.9%,48.0%,27.9%,"1,345.20","1,314.41","1,314.55"
6-9-11,24.42%,27.91%,47.67%,100%,30.40%,-23.3%,37.9%,48.0%,27.9%,"1,312.94","1,297.90","1,300.16"
6-16-11,29.00%,28.25%,42.75%,100%,30.00%,-13.8%,37.9%,48.0%,27.9%,"1,294.54","1,279.63","1,289.00"
6-23-11,37.46%,26.80%,35.74%,100%,29.95%,1.7%,37.9%,48.0%,27.9%,"1,298.61","1,286.79","1,295.52"
6-30-11,38.31%,31.49%,30.19%,100%,30.31%,8.1%,37.9%,48.0%,27.9%,"1,309.21","1,296.85","1,307.41"
7-7-11,41.77%,33.54%,24.68%,100%,31.68%,17.1%,37.9%,48.0%,27.9%,"1,341.01","1,334.30","1,339.67"
7-14-11,39.31%,31.45%,29.25%,100%,33.26%,10.1%,37.9%,48.0%,27.9%,"1,356.48","1,313.33","1,317.72"
7-21-11,39.86%,29.54%,30.61%,100%,35.04%,9.3%,37.9%,48.0%,27.9%,"1,330.43","1,295.92","1,325.84"
7-28-11,37.84%,30.74%,31.42%,100%,36.00%,6.4%,37.9%,48.0%,27.9%,"1,347.00","1,303.49","1,304.89"
8-4-11,27.16%,22.99%,49.85%,100%,36.34%,-22.7%,37.9%,48.0%,27.9%,"1,316.32","1,234.56","1,260.34"
8-11-11,33.43%,21.79%,44.78%,100%,36.89%,-11.4%,37.9%,48.0%,27.9%,"1,260.23","1,101.54","1,120.76"
8-18-11,35.56%,24.62%,39.82%,100%,36.66%,-4.3%,37.9%,48.0%,27.9%,"1,208.47","1,121.30","1,193.88"
8-25-11,36.44%,22.60%,40.96%,100%,36.42%,-4.5%,37.9%,48.0%,27.9%,"1,190.68","1,121.09","1,159.27"
9-1-11,38.62%,29.04%,32.34%,100%,36.03%,6.3%,37.9%,48.0%,27.9%,"1,230.71","1,135.91","1,218.89"
9-8-11,30.22%,29.50%,40.29%,100%,34.89%,-10.1%,37.9%,48.0%,27.9%,"1,229.29","1,140.13","1,198.62"
9-15-11,30.50%,28.15%,41.35%,100%,33.72%,-10.9%,37.9%,48.0%,27.9%,"1,204.40","1,136.07","1,188.68"
9-22-11,25.33%,26.67%,48.00%,100%,32.16%,-22.7%,37.9%,48.0%,27.9%,"1,220.39","1,157.44","1,166.76"
9-29-11,32.51%,20.68%,46.79%,100%,32.83%,-14.3%,37.9%,48.0%,27.9%,"1,220.39","1,114.22","1,151.06"
10-6-11,35.23%,19.04%,45.71%,100%,33.05%,-10.5%,37.9%,48.0%,27.9%,"1,195.86","1,074.77","1,144.04"
10-13-11,39.77%,23.86%,36.36%,100%,33.58%,3.4%,37.9%,48.0%,27.9%,"1,220.25","1,074.77","1,207.25"
10-20-11,35.98%,29.41%,34.60%,100%,33.52%,1.4%,37.9%,48.0%,27.9%,"1,233.10","1,187.30","1,209.88"
10-27-11,43.00%,32.00%,25.00%,100%,34.07%,18.0%,37.9%,48.0%,27.9%,"1,256.55","1,191.48","1,242.00"
11-3-11,40.18%,30.20%,29.62%,100%,35.31%,10.6%,37.9%,48.0%,27.9%,"1,292.66","1,215.42","1,237.90"
11-10-11,44.73%,30.70%,24.56%,100%,37.09%,20.2%,37.9%,48.0%,27.9%,"1,277.55","1,215.42","1,229.10"
11-17-11,41.93%,27.01%,31.04%,100%,39.17%,10.9%,37.9%,48.0%,27.9%,"1,277.55","1,226.64","1,236.91"
11-24-11,32.71%,29.01%,38.27%,100%,39.19%,-5.6%,37.9%,48.0%,27.9%,"1,259.61","1,158.66","1,158.67"
12-1-11,33.04%,27.53%,39.42%,100%,38.92%,-6.4%,37.9%,48.0%,27.9%,"1,247.11","1,158.66","1,246.96"
12-8-11,38.57%,26.66%,34.76%,100%,38.77%,3.8%,37.9%,48.0%,27.9%,"1,267.06","1,191.80","1,261.01"
12-15-11,40.18%,26.16%,33.64%,100%,39.29%,6.5%,37.9%,48.0%,27.9%,"1,267.06","1,209.47","1,211.82"
12-22-11,33.73%,38.04%,28.24%,100%,38.13%,5.5%,37.9%,48.0%,27.9%,"1,249.86","1,202.37","1,243.72"
12-29-11,40.60%,28.57%,30.83%,100%,38.19%,9.8%,37.9%,48.0%,27.9%,"1,269.37","1,202.37","1,249.64"
1-5-12,48.88%,33.95%,17.16%,100%,38.70%,31.7%,37.9%,48.0%,27.9%,"1,284.62","1,248.64","1,277.30"
1-12-12,49.14%,33.68%,17.18%,100%,39.61%,32.0%,37.9%,48.0%,27.9%,"1,296.82","1,265.26","1,295.50"
1-19-12,47.23%,29.15%,23.61%,100%,41.42%,23.6%,37.9%,48.0%,27.9%,"1,308.11","1,274.55","1,308.04"
1-26-12,48.40%,32.69%,18.91%,100%,43.34%,29.5%,37.9%,48.0%,27.9%,"1,328.30","1,290.22","1,326.06"
2-2-12,43.81%,31.12%,25.08%,100%,43.99%,18.7%,37.9%,48.0%,27.9%,"1,333.47","1,300.49","1,324.09"
2-9-12,51.64%,28.17%,20.19%,100%,45.43%,31.5%,37.9%,48.0%,27.9%,"1,351.00","1,306.69","1,349.96"
2-16-12,42.71%,30.65%,26.63%,100%,46.55%,16.1%,37.9%,48.0%,27.9%,"1,355.87","1,335.92","1,343.23"
2-23-12,43.69%,28.80%,27.51%,100%,46.94%,16.2%,37.9%,48.0%,27.9%,"1,367.76","1,340.80","1,357.66"
3-1-12,44.51%,28.66%,26.83%,100%,46.39%,17.7%,37.9%,48.0%,27.9%,"1,378.04","1,352.28","1,365.68"
3-8-12,42.38%,28.62%,29.00%,100%,45.55%,13.4%,37.9%,48.0%,27.9%,"1,378.04","1,340.03","1,352.63"
3-15-12,45.61%,27.20%,27.20%,100%,45.34%,18.4%,37.9%,48.0%,27.9%,"1,399.42","1,340.03","1,394.28"
3-22-12,42.38%,29.80%,27.81%,100%,44.59%,14.6%,37.9%,48.0%,27.9%,"1,414.00","1,371.92","1,402.89"
3-29-12,42.47%,32.05%,25.48%,100%,44.42%,17.0%,37.9%,48.0%,27.9%,"1,419.15","1,386.87","1,405.54"
4-5-12,38.17%,34.02%,27.80%,100%,42.74%,10.4%,37.9%,48.0%,27.9%,"1,422.38","1,391.56","1,398.96"
4-12-12,28.14%,30.30%,41.56%,100%,40.92%,-13.4%,37.9%,48.0%,27.9%,"1,422.38","1,357.38","1,368.71"
4-19-12,31.18%,34.98%,33.84%,100%,39.36%,-2.7%,37.9%,48.0%,27.9%,"1,392.76","1,357.38","1,385.14"
4-26-12,27.64%,34.96%,37.40%,100%,37.25%,-9.8%,37.9%,48.0%,27.9%,"1,392.76","1,358.79","1,390.69"
5-3-12,35.40%,36.13%,28.47%,100%,36.37%,6.9%,37.9%,48.0%,27.9%,"1,415.32","1,366.82","1,402.31"
5-10-12,25.40%,32.54%,42.06%,100%,33.85%,-16.7%,37.9%,48.0%,27.9%,"1,415.32","1,343.13","1,354.58"
5-17-12,23.58%,30.45%,45.97%,100%,31.50%,-22.4%,37.9%,48.0%,27.9%,"1,369.16","1,324.79","1,324.80"
5-24-12,30.47%,30.86%,38.67%,100%,30.00%,-8.2%,37.9%,48.0%,27.9%,"1,344.94","1,291.98","1,318.86"
5-31-12,28.02%,29.96%,42.02%,100%,28.73%,-14.0%,37.9%,48.0%,27.9%,"1,334.93","1,295.73","1,313.32"
6-7-12,27.45%,26.80%,45.75%,100%,28.64%,-18.3%,37.9%,48.0%,27.9%,"1,334.93","1,266.74","1,315.13"
6-14-12,34.04%,30.18%,35.79%,100%,29.00%,-1.8%,37.9%,48.0%,27.9%,"1,335.52","1,274.16","1,314.88"
6-21-12,32.89%,31.23%,35.88%,100%,29.66%,-3.0%,37.9%,48.0%,27.9%,"1,363.46","1,306.62","1,355.69"
6-28-12,28.67%,26.96%,44.37%,100%,28.81%,-15.7%,37.9%,48.0%,27.9%,"1,363.46","1,309.27","1,331.85"
7-5-12,32.64%,34.03%,33.33%,100%,29.72%,-0.7%,37.9%,48.0%,27.9%,"1,374.81","1,313.29","1,374.02"
7-12-12,30.23%,35.05%,34.73%,100%,30.55%,-4.5%,37.9%,48.0%,27.9%,"1,374.81","1,333.25","1,341.45"
7-19-12,22.19%,36.02%,41.79%,100%,29.51%,-19.6%,37.9%,48.0%,27.9%,"1,375.26","1,325.41","1,372.78"
7-26-12,28.12%,28.75%,43.13%,100%,29.53%,-15.0%,37.9%,48.0%,27.9%,"1,380.39","1,329.24","1,337.89"
8-2-12,30.45%,34.63%,34.93%,100%,29.90%,-4.5%,37.9%,48.0%,27.9%,"1,391.74","1,329.24","1,375.14"
8-9-12,36.47%,36.18%,27.35%,100%,30.21%,9.1%,37.9%,48.0%,27.9%,"1,407.14","1,354.65","1,402.22"
8-16-12,36.84%,35.09%,28.07%,100%,30.70%,8.8%,37.9%,48.0%,27.9%,"1,410.03","1,394.46","1,405.53"
8-23-12,41.96%,32.17%,25.87%,100%,32.36%,16.1%,37.9%,48.0%,27.9%,"1,426.68","1,400.60","1,413.49"
8-30-12,34.72%,32.64%,32.64%,100%,32.62%,2.1%,37.9%,48.0%,27.9%,"1,426.68","1,398.04","1,410.49"
9-6-12,33.06%,33.88%,33.06%,100%,32.98%,0.0%,37.9%,48.0%,27.9%,"1,416.17","1,396.56","1,403.44"
9-13-12,36.46%,30.56%,32.99%,100%,34.76%,3.5%,37.9%,48.0%,27.9%,"1,439.15","1,396.56","1,436.56"
9-20-12,37.50%,28.72%,33.78%,100%,35.93%,3.7%,37.9%,48.0%,27.9%,"1,474.51","1,429.13","1,461.05"
9-27-12,36.10%,27.44%,36.46%,100%,36.64%,-0.4%,37.9%,48.0%,27.9%,"1,467.07","1,430.53","1,433.32"
10-4-12,33.86%,32.91%,33.23%,100%,36.31%,0.6%,37.9%,48.0%,27.9%,"1,463.24","1,430.53","1,450.99"
10-11-12,30.58%,30.58%,38.85%,100%,35.53%,-8.3%,37.9%,48.0%,27.9%,"1,470.96","1,430.64","1,432.56"
10-18-12,28.66%,26.79%,44.55%,100%,33.87%,-15.9%,37.9%,48.0%,27.9%,"1,462.20","1,425.53","1,460.91"
10-25-12,29.25%,27.67%,43.08%,100%,33.18%,-13.8%,37.9%,48.0%,27.9%,"1,464.02","1,407.10","1,408.75"
11-1-12,35.74%,23.28%,40.98%,100%,33.52%,-5.2%,37.9%,48.0%,27.9%,"1,457.34","1,403.28","1,412.16"
11-8-12,38.50%,21.60%,39.91%,100%,33.77%,-1.4%,37.9%,48.0%,27.9%,"1,433.38","1,388.14","1,394.53"
11-15-12,28.82%,22.35%,48.82%,100%,32.69%,-20.0%,37.9%,48.0%,27.9%,"1,433.38","1,352.50","1,355.49"
11-22-12,35.82%,23.40%,40.78%,100%,32.65%,-5.0%,37.9%,48.0%,27.9%,"1,391.25","1,343.35","1,391.03"
11-28-12,40.93%,24.71%,34.36%,100%,33.54%,6.6%,37.9%,48.0%,27.9%,"1,409.15","1,359.88","1,409.93"
12-6-12,42.22%,23.17%,34.60%,100%,34.99%,7.6%,37.9%,48.0%,27.9%,"1,416.34","1,385.43","1,409.28"
12-13-12,43.23%,26.69%,30.08%,100%,36.81%,13.2%,37.9%,48.0%,27.9%,"1,438.59","1,398.23","1,428.48"
12-20-12,46.40%,28.80%,24.80%,100%,38.96%,21.6%,37.9%,48.0%,27.9%,"1,448.00","1,411.88","1,435.81"
12-27-12,44.40%,25.37%,30.22%,100%,40.04%,14.2%,37.9%,48.0%,27.9%,"1,443.70","1,416.43","1,419.83"
1-3-13,38.71%,25.09%,36.20%,100%,40.07%,2.5%,37.9%,48.0%,27.9%,"1,462.43","1,398.11","1,462.42"
1-10-13,46.45%,26.63%,26.92%,100%,42.27%,19.5%,37.9%,48.0%,27.9%,"1,467.94","1,398.11","1,461.02"
1-17-13,43.94%,28.73%,27.32%,100%,43.29%,16.6%,37.9%,48.0%,27.9%,"1,473.96","1,451.64","1,472.63"
1-24-13,52.34%,23.39%,24.27%,100%,44.71%,28.1%,37.9%,48.0%,27.9%,"1,496.13","1,463.76","1,494.81"
1-31-13,48.04%,27.65%,24.30%,100%,45.44%,23.7%,37.9%,48.0%,27.9%,"1,509.94","1,481.16","1,501.96"
2-7-13,42.77%,27.67%,29.56%,100%,45.38%,13.2%,37.9%,48.0%,27.9%,"1,514.96","1,495.02","1,512.12"
2-14-13,42.25%,29.01%,28.73%,100%,44.86%,13.5%,37.9%,48.0%,27.9%,"1,524.69","1,495.71","1,520.33"
2-21-13,41.79%,25.71%,32.50%,100%,44.54%,9.3%,37.9%,48.0%,27.9%,"1,530.94","1,511.41","1,511.95"
2-28-13,28.39%,35.02%,36.59%,100%,43.25%,-8.2%,37.9%,48.0%,27.9%,"1,530.94","1,485.01","1,515.99"
3-7-13,31.06%,30.43%,38.51%,100%,41.32%,-7.5%,37.9%,48.0%,27.9%,"1,545.25","1,485.01","1,541.46"
3-14-13,45.42%,22.55%,32.03%,100%,41.51%,13.4%,37.9%,48.0%,27.9%,"1,556.77","1,541.46","1,554.52"
3-21-13,38.94%,27.72%,33.33%,100%,39.83%,5.6%,37.9%,48.0%,27.9%,"1,563.62","1,538.57","1,558.71"
3-28-13,38.40%,32.95%,28.65%,100%,38.63%,9.7%,37.9%,48.0%,27.9%,"1,564.91","1,538.57","1,562.85"
4-4-13,35.49%,36.34%,28.17%,100%,37.72%,7.3%,37.9%,48.0%,27.9%,"1,573.66","1,546.22","1,553.69"
4-11-13,19.31%,26.21%,54.48%,100%,34.85%,-35.2%,37.9%,48.0%,27.9%,"1,589.07","1,539.50","1,587.73"
4-18-13,26.85%,24.93%,48.22%,100%,32.98%,-21.4%,37.9%,48.0%,27.9%,"1,597.35","1,543.69","1,552.01"
4-25-13,28.29%,32.89%,38.82%,100%,32.97%,-10.5%,37.9%,48.0%,27.9%,"1,583.00","1,536.03","1,578.79"
5-2-13,30.99%,33.10%,35.92%,100%,32.96%,-4.9%,37.9%,48.0%,27.9%,"1,597.57","1,562.50","1,582.70"
5-9-13,40.79%,31.77%,27.44%,100%,32.38%,13.4%,37.9%,48.0%,27.9%,"1,632.78","1,581.28","1,632.69"
5-16-13,38.49%,32.18%,29.34%,100%,32.33%,9.1%,37.9%,48.0%,27.9%,"1,661.49","1,616.64","1,658.78"
5-23-13,48.97%,29.45%,21.58%,100%,33.65%,27.4%,37.9%,48.0%,27.9%,"1,687.18","1,633.75","1,655.35"
5-30-13,35.97%,34.39%,29.64%,100%,33.71%,6.3%,37.9%,48.0%,27.9%,"1,663.52","1,636.42","1,648.36"
6-6-13,29.47%,31.58%,38.95%,100%,34.98%,-9.5%,37.9%,48.0%,27.9%,"1,674.21","1,607.09","1,608.90"
6-13-13,32.97%,32.43%,34.59%,100%,35.74%,-1.6%,37.9%,48.0%,27.9%,"1,648.69","1,598.23","1,612.52"
6-20-13,37.45%,32.58%,29.96%,100%,36.89%,7.5%,37.9%,48.0%,27.9%,"1,654.19","1,608.07","1,628.93"
6-27-13,30.28%,34.56%,35.17%,100%,36.80%,-4.9%,37.9%,48.0%,27.9%,"1,654.19","1,560.33","1,603.26"
7-4-13,41.99%,34.16%,23.84%,100%,36.95%,18.1%,37.9%,48.0%,27.9%,"1,632.07","1,592.27","1,631.89"
7-11-13,48.94%,32.77%,18.30%,100%,38.26%,30.6%,37.9%,48.0%,27.9%,"1,657.92","1,604.57","1,652.62"
7-18-13,47.74%,31.01%,21.25%,100%,38.10%,26.5%,37.9%,48.0%,27.9%,"1,684.75","1,642.89","1,680.91"
7-25-13,45.12%,32.32%,22.56%,100%,39.24%,22.6%,37.9%,48.0%,27.9%,"1,698.78","1,671.84","1,685.94"
8-1-13,35.62%,39.38%,25.00%,100%,40.01%,10.6%,37.9%,48.0%,27.9%,"1,698.78","1,676.03","1,685.73"
8-8-13,39.50%,33.86%,26.65%,100%,40.83%,12.9%,37.9%,48.0%,27.9%,"1,709.67","1,682.42","1,690.91"
8-15-13,34.51%,37.32%,28.17%,100%,40.46%,6.3%,37.9%,48.0%,27.9%,"1,705.79","1,682.62","1,685.39"
8-22-13,28.96%,28.19%,42.86%,100%,40.30%,-13.9%,37.9%,48.0%,27.9%,"1,696.81","1,639.43","1,642.80"
8-29-13,33.54%,35.71%,30.75%,100%,39.24%,2.8%,37.9%,48.0%,27.9%,"1,669.51","1,627.47","1,634.96"
9-5-13,35.53%,33.22%,31.25%,100%,37.56%,4.3%,37.9%,48.0%,27.9%,"1,655.72","1,628.05","1,653.08"
9-12-13,45.52%,29.90%,24.58%,100%,37.29%,20.9%,37.9%,48.0%,27.9%,"1,689.13","1,633.41","1,689.13"
9-19-13,45.11%,25.19%,29.70%,100%,37.28%,15.4%,37.9%,48.0%,27.9%,"1,729.44","1,674.32","1,725.52"
9-26-13,36.05%,33.33%,30.61%,100%,37.34%,5.4%,37.9%,48.0%,27.9%,"1,729.86","1,691.70","1,692.77"
10-3-13,37.84%,32.09%,30.07%,100%,37.13%,7.8%,37.9%,48.0%,27.9%,"1,725.23","1,674.99","1,693.87"
10-10-13,41.33%,25.09%,33.58%,100%,37.98%,7.7%,37.9%,48.0%,27.9%,"1,696.55","1,646.47","1,656.40"
10-17-13,46.28%,28.80%,24.92%,100%,40.15%,21.4%,37.9%,48.0%,27.9%,"1,721.76","1,646.47","1,721.54"
10-24-13,49.20%,33.23%,17.57%,100%,42.11%,31.6%,37.9%,48.0%,27.9%,"1,759.33","1,695.93","1,746.38"
10-31-13,44.97%,33.56%,21.48%,100%,43.29%,23.5%,37.9%,48.0%,27.9%,"1,775.22","1,740.50","1,763.31"
11-7-13,45.48%,32.71%,21.81%,100%,43.28%,23.7%,37.9%,48.0%,27.9%,"1,775.22","1,752.70","1,770.49"
11-14-13,39.20%,33.33%,27.47%,100%,42.54%,11.7%,37.9%,48.0%,27.9%,"1,782.00","1,746.20","1,782.00"
11-21-13,34.39%,36.13%,29.48%,100%,42.34%,4.9%,37.9%,48.0%,27.9%,"1,802.33","1,760.64","1,781.37"
11-28-13,47.30%,24.44%,28.25%,100%,43.52%,19.0%,37.9%,48.0%,27.9%,"1,808.42","1,777.23","1,807.23"
12-5-13,42.64%,29.81%,27.55%,100%,43.68%,15.1%,37.9%,48.0%,27.9%,"1,813.55","1,779.09","1,792.81"
12-12-13,41.27%,33.73%,25.00%,100%,43.06%,16.3%,37.9%,48.0%,27.9%,"1,811.52","1,779.09","1,782.22"
12-19-13,47.46%,27.46%,25.08%,100%,42.84%,22.4%,37.9%,48.0%,27.9%,"1,811.08","1,767.99","1,810.65"
12-26-13,55.06%,26.40%,18.54%,100%,44.10%,36.5%,37.9%,48.0%,27.9%,"1,833.32","1,767.99","1,833.32"
1-2-14,43.09%,27.64%,29.27%,100%,43.80%,13.8%,37.9%,48.0%,27.9%,"1,849.44","1,810.25","1,848.36"
1-9-14,43.62%,31.38%,25.00%,100%,44.35%,18.6%,37.9%,48.0%,27.9%,"1,849.44","1,823.73","1,837.49"
1-16-14,38.99%,39.52%,21.49%,100%,44.93%,17.5%,37.9%,48.0%,27.9%,"1,850.84","1,815.52","1,848.38"
1-23-14,38.12%,38.12%,23.76%,100%,43.78%,14.4%,37.9%,48.0%,27.9%,"1,850.84","1,815.52","1,844.86"
1-30-14,32.18%,35.06%,32.76%,100%,42.47%,-0.6%,37.9%,48.0%,27.9%,"1,850.84","1,815.52","1,844.86"
2-6-14,27.90%,35.70%,36.41%,100%,40.80%,-8.5%,37.9%,48.0%,27.9%,"1,798.77","1,737.92","1,751.64"
2-13-14,40.15%,32.51%,27.34%,100%,39.89%,12.8%,37.9%,48.0%,27.9%,"1,826.55","1,737.92","1,819.26"
2-20-14,42.20%,35.00%,22.80%,100%,38.28%,19.4%,37.9%,48.0%,27.9%,"1,847.50","1,826.99","1,828.75"
2-27-14,39.69%,39.18%,21.13%,100%,37.86%,18.6%,37.9%,48.0%,27.9%,"1,858.71","1,824.58","1,845.16"
3-6-14,40.51%,32.86%,26.63%,100%,37.47%,13.9%,37.9%,48.0%,27.9%,"1,876.53","1,834.44","1,873.81"
3-13-14,41.34%,31.84%,26.82%,100%,37.76%,14.5%,37.9%,48.0%,27.9%,"1,883.57","1,849.23","1,868.20"
3-20-14,36.78%,37.07%,26.15%,100%,37.59%,10.6%,37.9%,48.0%,27.9%,"1,882.35","1,839.57","1,860.77"
3-27-14,31.16%,40.23%,28.61%,100%,37.47%,2.5%,37.9%,48.0%,27.9%,"1,883.97","1,849.69","1,852.56"
4-3-14,35.36%,37.86%,26.79%,100%,38.40%,8.6%,37.9%,48.0%,27.9%,"1,893.17","1,842.11","1,890.90"
4-10-14,28.48%,37.42%,34.11%,100%,36.94%,-5.6%,37.9%,48.0%,27.9%,"1,897.28","1,837.49","1,872.18"
4-17-14,27.22%,38.53%,34.25%,100%,35.07%,-7.0%,37.9%,48.0%,27.9%,"1,872.53","1,814.36","1,862.31"
4-24-14,34.50%,39.47%,26.02%,100%,34.42%,8.5%,37.9%,48.0%,27.9%,"1,884.89","1,815.80","1,875.39"
5-1-14,29.77%,40.78%,29.45%,100%,33.08%,0.3%,37.9%,48.0%,27.9%,"1,885.20","1,850.61","1,883.95"
