ticker,52WeekChange_imputed,Avg Volume_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next 5Y_imputed,EPS next Q_imputed,EPS next Y_imputed,Employees_imputed,Forward P/E_imputed,Insider Own_imputed,Insider Trans_imputed,LT Debt/Eq_imputed,Market Cap_imputed,P/E_imputed,P/FCF_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Quarter_imputed,Quick Ratio_imputed,Recom_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,Short Ratio_imputed,ask_imputed,dayHigh_imputed,enterpriseToEbitda_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,previousClose_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,regularMarketPreviousClose_imputed,regularMarketPrice_imputed,shortRatio_imputed,twoHundredDayAverage_imputed
ABEO,0.5463917,1190000000.0,1.46,0.07,2.9,0.01,0.2,-0.15,0.0,88.0,12.33,0.017,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.6202000000000001,2.9,2.0,0.0,0.108078,0.03,2.25,0.75,-1.077,0.7605343,0.25,17.275,1.45,-0.04,1.86,0.06942094,0.75,1.07,1.45,1.86,1.45,2.68,12.840109
APWC,0.5463917,2230000000.0,0.69,0.0,3.7,0.12,0.2,-0.08,0.0,2.0,15.7,0.754,0.0,0.01,27970000000.0,102.44,0.75,1.3781,0.4047,1.3784999999999998,2.1,2.0,0.564,0.108078,0.01,1.28,1.65,-4.081,1.1211429,0.89,17.275,1.81,-0.04,1.71,0.06942094,1.65,1.62,1.81,1.71,1.81,0.08,12.840109
BYFC,0.5463917,2230000000.0,0.99,2.21,1.3,0.08,0.2,-0.08,0.0,2.0,15.7,0.001,0.0,0.08,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,0.122,0.108078,0.13,1.79,0.75,15.653,1.6482353,1.04,17.275,1.81,0.01,2.27,0.06942094,0.75,1.6,1.81,2.27,1.81,0.21,12.840109
EIGR,0.5463917,1060000000.0,1.59,0.0,6.0,0.53,0.2,-0.06,0.0,28.0,12.33,0.002,0.2228,0.47,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,6.0,1.0,0.0,0.108078,0.04,0.5088,0.75,-3.603,0.7605343,4.55,-4.2116404,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,2.79,12.840109
GLNG,-0.4772902,1500000000.0,0.91,1.36,0.2,2.11,0.2,-0.07,1.064,1647.0,149.8,0.465,0.0,1.12,1070000000.0000001,102.44,7.28,-0.1478,1.7558,-0.066,0.2,1.5,0.057,0.108078,4.34,6.11,9.11,13.197,0.7605343,4.54,197.33334,6.97,0.02,6.79,1.2813916,9.11,2.66,6.97,6.79,6.97,6.02,12.840109
IPDN,0.5463917,2230000000.0,1.88,0.07,0.4,0.64,0.2,-0.1,0.0,38.0,12.33,0.17600000000000002,0.0,0.45,13800000000.0,102.44,0.22,1.3781,-0.1349,-0.6756,0.4,2.0,-0.231,0.108078,0.04,1.11,1.25,-4.081,0.7605343,0.76,17.275,1.19,-0.04,1.92,3.2287583,1.25,0.9051,1.19,1.92,1.19,0.12,1.1917267
JE,-0.9955249,13950000000.0,1.59,0.0,0.1,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,1070000000.0000001,3.64,0.22,-0.6651,1.7558,1.3784999999999998,0.1,1.7,-0.115,0.108078,0.11,0.5088,0.75,-4.081,0.7605343,0.24,0.5403846,0.39,0.01,4.08,0.06942094,0.75,2.66,0.39,4.08,0.39,0.34,12.840109
KBNT,0.5463917,1190000000.0,0.99,0.0,0.1,0.0,0.2,-0.1,0.0,11.0,12.33,0.23600000000000002,0.0,0.0,20090000000.0,3.64,0.22,1.3781,-0.4113,1.3784999999999998,0.1,2.0,0.0,0.108078,0.01,2.24,2.25,-4.081,0.7605343,1.5,17.275,3.15,0.01,3.59,0.06942094,2.25,2.66,3.15,3.59,2.4,0.02,4.0034375
MNK,-0.526971,5600000000.0,1.59,0.0,1.5,5.41,-0.11699999999999999,1.35,-0.36590000000000006,3400.0,0.19,0.006999999999999999,0.0,5.39,27970000000.0,102.44,0.15,-0.6222,1.7558,1.3784999999999998,1.2,3.5,-0.149,0.108078,0.01,0.5088,1.07,-4.081,0.7605343,0.75,0.1870324,0.55,-0.02,1.14,0.06942094,1.07,0.81,0.55,1.14,0.55,11.56,2.3782609
UONEK,-0.27179492,1750000000.0,0.84,1.25,1.7,5.57,0.2,-0.1,0.0,999.0,149.8,0.25,0.0,5.26,27970000000.0,102.44,1.16,1.3781,0.07339999999999999,1.3784999999999998,1.7,2.0,-0.375,0.108078,0.07,2.25,0.75,-4.081,0.7605343,0.56,17.275,1.81,-0.04,1.92,0.06942094,0.75,1.64,1.81,1.92,0.55,0.21,12.840109
YGYI,0.5463917,1190000000.0,1.59,0.0,0.3,0.0,0.2,-0.06,0.0,10.0,12.33,0.001,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.2,3.0,0.0,0.108078,3.24,0.5088,0.55,-4.081,0.7605343,0.46,-24.400002,0.55,-0.04,4.08,0.06942094,0.55,0.46,0.55,4.08,0.55,7.54,0.7889855
AQST,0.5463917,1010000000.0,1.59,0.76,3.0,0.0,0.15,-0.46,0.040999999999999995,9.0,12.33,0.059000000000000004,-0.0949,0.0,27970000000.0,102.44,0.22,1.3781,-0.4302,1.3784999999999998,2.7,1.8,0.955,0.11079204,1.35,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.08,12.840109
INO,0.5463917,2230000000.0,0.69,0.0,10.1,0.43,0.0,-0.19,0.0,9.0,12.33,0.013999999999999999,-0.09369999999999999,0.0,27970000000.0,102.44,0.22,0.5136999999999999,1.7558,1.3784999999999998,10.1,2.0,0.0,0.11079204,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.04,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.08,12.840109
OGEN,0.5463917,1100000000.0,0.69,0.0,7.3,0.0,0.2,-0.07,0.0,7.0,12.33,0.001,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,7.3,2.0,0.0,0.11079204,0.28,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.04,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.04,12.840109
AHT,0.5463917,1190000000.0,1.59,13.62,2.1,0.0,0.05,-15.0,0.43700000000000006,116.0,12.33,0.005,0.0,0.0,20620000000.0,102.44,0.22,-0.8005,-0.4537,1.3784999999999998,0.8,2.8,-0.8959999999999999,0.13990307,1.44,1.57,1.83,25.753,2.9805715,1.35,-0.08101473,1.72,-0.01,1.94,0.019692674,1.83,1.59,1.72,1.94,1.72,1.94,12.840109
APWC,0.5463917,1190000000.0,0.69,0.0,3.7,0.12,0.2,-0.08,0.0,2.0,149.8,0.754,0.0,0.01,27970000000.0,102.44,0.75,1.3781,1.7558,1.3784999999999998,2.1,2.0,0.564,0.13990307,0.01,1.28,1.45,-4.081,1.1211429,0.89,17.275,1.81,-0.04,1.71,0.06942094,1.45,1.01,1.81,1.71,0.55,0.08,12.840109
AQST,0.5463917,1010000000.0,1.59,0.76,3.0,0.0,0.2,-0.46,0.040999999999999995,53.0,12.33,0.059000000000000004,-0.0949,0.0,27970000000.0,102.44,0.22,1.3781,-0.4302,1.3784999999999998,2.7,1.8,0.955,0.13990307,1.35,2.25,0.75,-4.081,0.7605343,0.25,17.275,2.4,0.01,4.08,0.06942094,0.75,2.66,2.4,4.08,2.4,0.08,12.840109
BTU,0.5463917,2000000000.0,1.4,9.42,2.0,1.71,0.2,-0.92,0.856,6600.0,12.33,0.015,0.0,1.7,266010000000.0,102.44,0.22,-0.1586,1.7558,1.3784999999999998,1.6,3.0,-0.455,0.13990307,4.15,2.45,3.06,2.852,0.7605343,2.27,17.275,3.35,0.01,2.27,0.07977045,3.06,3.51,3.35,2.27,3.35,4.59,12.840109
CBAT,2.933333,2230000000.0,2.08,0.0,0.4,2.19,0.3,-0.1,0.0,58.0,15.7,0.298,0.6492,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,0.07,0.13990307,0.01,2.35,2.53,-4.081,0.9351429,0.36,17.275,2.33,0.01,2.63,6.333223,2.53,2.24,2.33,2.63,2.33,0.08,0.8672857
GLBS,-0.9533074,1190000000.0,0.89,0.1,2.2,1.74,0.2,-0.06,0.0,2.0,12.33,0.46240000000000003,0.0,1.6,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.2,3.0,0.0,0.13990307,0.24,0.5088,0.55,-4.081,0.7605343,0.1,17.275,0.121,0.01,4.08,0.06942094,0.55,2.66,0.121,4.08,0.121,0.26,12.840109
HUSN,0.5463917,1190000000.0,1.11,0.0,2.7,0.0,0.2,-0.1,0.0,10.0,12.33,0.6575,0.0,0.0,27970000000.0,3.64,0.22,-0.09,1.7558,-0.21239999999999998,2.7,2.0,-0.992,0.13990307,0.72,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.04,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.46,12.840109
JE,0.5463917,2280000000.0,1.59,0.02,0.3,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,36470000000.0,3.64,0.22,-0.6651,1.7558,1.3784999999999998,0.7,1.7,-0.115,0.13990307,0.11,3.14,0.75,-4.081,0.7605343,0.24,0.41096154,0.39,0.01,4.08,0.06942094,0.75,2.66,0.39,4.08,0.39,0.34,12.840109
MYOV,0.5463917,1550000000.0,2.6,1.11,2.1,0.0,0.2,-0.74,0.18899999999999997,214.0,15.7,0.018000000000000002,1.3272,0.0,27970000000.0,102.44,0.22,1.3781,-0.2116,1.3784999999999998,2.1,1.9,0.0,0.13990307,1.61,2.25,0.75,-4.081,19.755428,4.14,-7.7475247,1.81,0.01,2.27,42.32552,0.75,2.66,1.81,2.27,1.81,0.04,12.840109
NCTY,0.5463917,1430000000.0,1.59,0.02,0.1,0.0,0.2,-0.1,-0.536,61.0,12.33,0.451,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,4.0,-0.987,0.13990307,0.52,0.5088,1.02,-4.081,0.598,0.35,17.275,0.93,0.01,4.08,0.06942094,1.02,0.46,0.93,4.08,0.93,1.91,0.6171739
OSW,0.5463917,1550000000.0,2.03,0.0,2.6,0.0,0.2,-0.24,0.0,2.0,149.8,0.021,0.0,0.5,27970000000.0,102.44,51.74,1.3781,-0.1292,1.3784999999999998,1.8,1.0,0.0,0.13990307,0.04,0.5088,0.55,-4.081,0.7605343,0.25,-89.57143,0.55,-0.04,7.12,0.06942094,0.55,2.66,0.55,7.12,0.55,0.08,12.840109
OXBR,0.5463917,3740000000.0,0.94,0.9,1.1,0.03,0.2,-0.1,0.0,2.0,15.7,0.013000000000000001,-0.42590000000000006,0.03,27970000000.0,102.44,9.02,1.3781,1.7558,0.55,0.3,1.0,1.5,0.13990307,0.0,1.76,2.27,15.653,0.7605343,0.7,17.275,2.4,0.01,2.95,0.06942094,2.27,2.04,2.4,2.95,2.4,0.22,12.840109
PECK,0.5463917,1550000000.0,1.11,0.02,1.0,1.16,0.2,-0.1,0.0,50.0,15.7,0.7287,0.0,0.42,27970000000.0,102.44,9.02,1.3781,1.7558,1.3784999999999998,1.0,2.0,-0.723,0.13990307,0.01,6.75,0.55,-4.081,0.7605343,1.493,17.275,1.81,-0.04,7.9,1.4819053,0.55,2.66,1.81,7.9,1.81,0.04,12.840109
PFMT,0.5463917,2230000000.0,1.59,0.0,2.6,1.74,0.2,-0.06,0.0,2.0,12.33,0.017,0.0,0.0,27970000000.0,102.44,17.95,1.3781,0.3125,1.3784999999999998,2.6,3.0,-0.055999999999999994,0.13990307,0.14,0.5088,0.9,-4.081,0.7605343,0.54,17.275,0.55,0.01,1.02,0.06942094,0.9,2.66,0.55,1.02,0.55,0.08,12.840109
SGBX,0.5463917,1550000000.0,1.59,1.77,8.9,0.0,0.2,0.04,0.0,7.0,12.33,0.006,0.0,0.0,11720000000.0,102.44,0.22,-0.2165,-0.1101,1.3784999999999998,8.9,2.0,-0.14300000000000002,0.13990307,0.23,1.94,2.25,-4.081,2.103143,1.16,3.8,1.81,0.01,2.27,0.06942094,2.25,1.51,1.81,2.27,1.81,0.63,12.840109
SPI,0.5463917,6800000000.0,0.96,0.19,0.3,0.0,0.2,-0.06,0.0,63.0,12.33,0.5333,0.0,0.0,140110000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,-0.603,0.13990307,0.0,5.59,0.75,-4.081,0.7605343,0.55,17.275,1.81,0.01,2.27,0.8367439,0.75,5.5,1.81,2.27,1.81,0.12,12.840109
SUNW,0.5463917,2230000000.0,1.76,0.47,1.3,0.62,0.1,-0.05,0.85,178.0,15.7,0.0172,0.0,0.35,27970000000.0,102.44,0.22,1.3781,2.3719,1.3784999999999998,1.2,3.0,-0.48100000000000004,0.13990307,0.03,2.27,2.76,-5.329,0.7605343,0.29,-18.8325,2.67,-0.49,2.97,0.06942094,2.76,2.22,2.67,2.97,0.55,0.11,12.840109
UAMY,0.5463917,1370000000.0,1.11,0.01,0.3,0.11,0.2,-0.06,0.0,103.0,12.33,0.079,0.0,0.06,19180000000.0,3.64,0.22,1.3781,-0.1429,-0.5024000000000001,0.2,3.0,-0.304,0.13990307,0.28,0.44,0.3,-37.403,0.46657142,0.25,17.275,0.55,-0.04,2.27,0.06942094,0.3,2.66,0.55,2.27,0.55,0.08,12.840109
UNFI,0.5463917,1550000000.0,1.54,0.86,1.6,0.0,-0.06269999999999999,-0.08,0.0,2.0,5.76,0.005,0.0,2.25,27970000000.0,102.44,3.28,1.3781,1.7558,1.3784999999999998,0.6,2.7,0.0,0.13990307,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,1.81,-1.32,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.08,12.840109
ADIL,0.5463917,2280000000.0,1.59,0.0,13.9,0.0,0.2,-0.18,0.0,3.0,12.33,0.054000000000000006,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,13.9,2.0,0.0,0.15509713,0.21,2.25,2.25,-4.081,1.4342858,1.5,17.275,1.81,0.01,4.08,0.06942094,2.25,2.66,1.81,4.08,0.55,0.07,12.840109
APM,0.5463917,1160000000.0,2.51,0.13,2.0,0.01,0.2,-0.29,0.016,36.0,12.33,0.3766,0.0,0.01,27970000000.0,102.44,0.22,-0.0819,1.7558,1.3784999999999998,2.0,2.0,0.365,0.15509713,0.03,1.58,2.81,-4.081,0.7605343,1.16,-4.62069,2.8,0.01,2.27,0.06942094,2.81,2.66,2.8,2.27,2.8,0.13,3.093942
AVCO,0.5463917,1190000000.0,1.59,0.01,0.7,0.0,0.2,-0.1,0.0,8.0,149.8,0.001,0.0,0.7,27970000000.0,102.44,0.22,0.0504,1.7558,1.3784999999999998,0.8,2.0,-0.25,0.15509713,0.01,2.25,1.4,-7.756,0.7605343,0.5,17.275,1.35,-0.04,1.92,0.06942094,1.4,1.2,1.35,1.92,1.35,0.08,12.840109
AWX,0.5463917,2230000000.0,1.59,0.01,0.9,0.73,0.2,-0.06,0.0,2.0,15.7,0.008,0.0,0.66,6830000000.0,102.44,9.02,1.3781,1.7558,1.3784999999999998,0.8,3.0,0.0,0.15509713,0.02,0.5088,0.75,-4.081,1.5745715,1.18,17.275,1.81,-0.04,1.92,0.06942094,0.75,1.6,1.81,1.92,0.55,0.03,12.840109
BCRX,0.5463917,1550000000.0,2.51,0.0,2.0,1.05,0.19899999999999998,-0.26,0.0,2.0,1.77,0.001,0.4806,0.41,27970000000.0,102.44,0.22,0.8127,1.7558,1.3784999999999998,1.9,2.1,0.0,0.15509713,0.01,3.45,0.75,-4.081,3.9562857,1.5,17.275,1.81,-0.21,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.08,12.840109
BORR,0.5463917,1550000000.0,1.59,0.0,0.1,0.0,0.2,-0.32,0.466,2.0,12.33,0.002,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,3.0,0.0,0.15509713,0.04,0.5088,0.75,-4.081,0.7605343,0.25,-1.122449,0.55,-0.04,1.92,0.06942094,0.75,2.66,0.55,4.08,0.55,0.48,0.8854493
CBAT,2.933333,2230000000.0,2.08,0.0,0.4,2.19,0.3,-0.1,0.0,58.0,15.7,0.298,0.6492,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,0.07,0.15509713,0.01,2.35,2.53,-4.081,0.9351429,0.36,17.275,2.33,0.01,2.63,6.333223,2.53,2.24,2.33,2.63,2.33,0.08,0.8672857
CEI,0.5463917,5280000000.0,0.89,0.07,1.3,0.0,0.2,-0.06,0.0,2.0,12.33,0.0999,0.0,0.0,13800000000.0,0.0,0.22,1.3781,1.7558,1.3784999999999998,1.3,3.0,-0.722,0.15509713,0.19,0.5088,0.75,-4.561,0.7605343,0.46,17.275,0.7,0.01,4.08,0.06942094,0.75,0.55,0.7,1.92,0.7,0.53,12.840109
CREG,0.5463917,1550000000.0,1.14,0.0,2.6,0.28,0.2,-0.1,0.0,7.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.6,2.0,0.0,0.15509713,0.02,3.14,0.75,-4.081,0.7605343,1.6,17.275,3.52,0.01,2.27,0.06942094,0.75,2.66,3.52,2.27,3.52,0.09,12.840109
CYCN,0.5463917,1550000000.0,1.59,1.63,3.8,0.05,0.2,-0.72,0.349,8.0,16.51,0.006999999999999999,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.1085,1.3784999999999998,3.8,3.0,-0.563,0.15509713,3.09,0.5088,6.97,-4.081,0.7605343,1.69,17.275,6.97,0.01,6.89,44.42801,6.97,2.66,6.97,6.89,6.97,3.12,12.840109
ENSV,0.5463917,4730000000.0,2.27,0.01,0.1,0.0,0.2,-0.06,0.5,186.0,12.33,0.16190000000000002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.13,0.1,2.5,-0.667,0.15509713,0.7,0.5088,0.75,-4.081,0.7605343,0.075,17.275,0.55,-0.03,2.27,0.06942094,0.75,2.66,0.55,2.27,0.55,0.08,12.840109
FCEL,0.5463917,1550000000.0,2.19,0.23,2.7,2.11,0.15,-0.06,0.0,301.0,15.7,0.001,0.0,1.92,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.7,3.2,-0.17600000000000002,0.15509713,2.91,2.25,2.28,-35.177,0.7605343,0.23,-9.304348,2.19,-0.38,2.56,0.06942094,2.28,2.13,2.19,2.56,2.19,0.08,12.840109
GALT,0.5463917,1250000000.0,2.35,0.71,9.6,0.0,0.2,-0.11,0.0,7.0,12.33,0.001,0.002,0.0,27970000000.0,102.44,0.22,1.3781,0.0075,-0.14150000000000001,9.6,2.0,0.0,0.15509713,0.01,2.68,3.63,-4.081,0.7605343,1.5,17.275,3.25,0.01,4.08,0.06942094,3.63,2.66,3.25,4.08,3.25,0.08,2.5860145
HUSA,-0.564,2830000000.0,0.4,0.37,9.7,0.0,0.2,-0.1,0.0,2.0,15.7,0.001,0.0,0.0,12360000000.0,102.44,9.02,0.4642,0.4058,0.1117,9.7,2.0,-0.5,0.15509713,0.18,1.7,2.55,-9.415,1.4691429,0.86,17.275,2.3,-0.04,1.94,17.69462,2.55,1.92,2.3,1.94,2.3,1.04,1.6180797
JFU,0.5463917,1370000000.0,1.59,2.47,0.6,0.0,-0.1322,-0.06,0.0,1946.0,12.33,0.001,0.0,0.0,165680000000.0,3.64,0.22,-0.9035,1.7558,1.3784999999999998,0.2,3.0,-0.544,0.15509713,0.16,0.5088,0.75,-4.081,0.7605343,0.72,17.275,0.99,0.01,1.11,0.06942094,0.75,2.66,0.99,1.11,0.99,0.17,12.840109
KNDI,0.5463917,1550000000.0,2.03,0.07,1.7,0.14,0.2,-0.1,0.0,2.0,15.7,0.027000000000000003,0.0,0.05,27970000000.0,56.91,0.22,1.4219,1.7558,1.3784999999999998,1.4,2.0,0.0,0.15509713,0.95,0.5088,0.55,-4.081,0.7605343,0.25,17.275,1.81,-0.04,2.27,0.06942094,0.55,2.66,1.81,2.27,0.55,1.96,6.206232
LMFA,0.5463917,2230000000.0,1.11,0.42,1.3,0.03,0.2,-0.06,0.532,10.0,12.33,0.035,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.5097,0.2,3.0,-0.5710000000000001,0.15509713,0.01,0.5088,0.75,-4.081,0.7605343,0.3,17.275,0.7,-0.04,2.27,0.06942094,0.75,0.65,0.7,2.27,0.7,0.08,0.9333768
LONE,-0.900369,2310000000.0,3.27,0.07,0.1,0.0,0.2,-0.04,0.72,84.0,12.33,0.031,0.0,0.0,5380000000.0,102.44,0.07,-0.45899999999999996,-0.22390000000000002,-0.5097,0.1,2.0,-0.815,0.15509713,0.22,0.5088,0.75,-4.081,0.7605343,0.19,-0.8865385,0.55,0.01,2.27,0.03303814,0.75,0.19,0.55,2.27,0.55,0.08,0.5076978
MCEP,0.5463917,1550000000.0,1.05,0.07,0.2,0.9,0.0155,0.1,13.5,100.0,2.49,0.1935,0.0,0.0,36470000000.0,102.44,4.07,1.3781,-0.1516,1.3784999999999998,0.2,2.0,-0.938,0.15509713,0.05,2.25,2.55,-4.081,0.7605343,1.2,2.35,2.4,-0.04,2.49,0.68978864,2.55,2.66,2.4,2.49,0.55,0.08,2.893913
MYOV,0.5463917,1060000000.0,2.6,1.11,2.1,0.0,0.2,-0.74,0.18899999999999997,214.0,12.33,0.018000000000000002,1.3272,0.0,27970000000.0,102.44,0.22,1.3781,-0.2116,1.3784999999999998,2.1,1.9,0.0,0.15509713,1.61,2.25,0.75,-4.081,19.755428,4.14,-7.7475247,1.81,0.01,4.08,37.99831,0.55,2.66,1.81,4.08,0.55,0.04,12.840109
NCTY,0.5463917,1430000000.0,1.59,0.02,0.1,0.0,0.2,-0.11,-0.536,61.0,12.33,0.451,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,4.0,-0.987,0.15509713,0.52,0.5088,1.02,-4.081,0.598,0.35,17.275,0.93,0.01,4.08,0.06942094,1.02,0.46,0.93,4.08,0.93,1.91,0.6171739
NR,0.5463917,2230000000.0,3.15,0.4,4.0,0.27,0.2,-0.17,0.742,2200.0,1.77,0.026000000000000002,0.023700000000000002,0.25,27970000000.0,102.44,3.06,1.3781,1.7558,-0.5024000000000001,2.1,2.2,-0.529,0.15509713,1.25,1.1,1.24,10.541,0.7605343,0.65,17.275,1.19,-0.04,1.18,0.06942094,1.24,1.05,1.19,1.18,1.19,0.08,1.7119565
OAS,-0.9130435,20990000000.0,3.79,0.19,1.2,0.0,0.1011,-0.07,-0.258,609.0,12.33,0.015,0.0,0.0,83800000000.0,102.44,0.22,-0.0414,-0.4959,-0.6379,1.1,3.7,-0.6859999999999999,0.15509713,3.05,0.44,0.3,3.371,0.7605343,0.19,-0.6672727,0.55,-0.13,4.08,0.10007097,0.3,0.19,0.55,4.08,0.236,3.97,12.840109
OMP,-0.45132208,1550000000.0,2.03,0.79,1.2,0.0,0.2165,0.42,6.757999999999999,28.0,3.79,0.461,0.0,2.52,27970000000.0,21.75,2.43,0.4797,-0.37689999999999996,-0.2986,1.1,3.4,-0.342,0.15509713,1.89,0.5088,0.75,-4.081,9.475572,2.8,17.275,0.55,-1.09,8.11,0.53941494,0.75,5.5,0.55,8.11,0.55,0.08,12.840109
OXBR,0.5463917,3860000000.0,0.94,0.9,1.0,0.03,0.2,-0.08,0.0,2.0,15.7,0.013000000000000001,0.0,0.03,27970000000.0,102.44,9.02,1.3781,1.7558,1.3784999999999998,1.3,1.0,1.5,0.15509713,0.0,1.76,2.27,-4.081,0.7605343,0.7,17.275,2.4,-0.04,2.17,0.06942094,2.27,2.04,2.4,2.17,2.4,0.22,12.840109
PHX,0.5463917,1190000000.0,1.59,0.1,1.9,0.53,0.2,-0.08,0.0,22.0,12.33,0.001,0.0668,0.5,31190000000.0,102.44,3.55,1.3781,1.7558,1.3784999999999998,1.9,3.0,-0.65,0.15509713,0.95,1.68,0.75,-4.081,0.7605343,1.43,17.275,1.62,0.01,1.92,0.06942094,0.75,1.62,1.62,1.92,1.62,0.73,12.840109
RESN,0.5463917,1250000000.0,3.2,0.0,4.5,0.0,0.2,-0.1,0.0,7.0,12.33,0.028999999999999998,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.5,1.8,5.0,0.15509713,0.03,2.45,2.76,-4.081,0.7605343,0.25,-8.5,2.4,-0.04,2.27,0.06942094,2.76,2.66,2.4,2.27,0.55,0.08,12.840109
SSSS,0.5463917,1150000000.0,1.31,1.33,1.3,0.67,0.2,0.43,0.9351,6.0,6.05,0.188,0.2894,0.2,167800000000.0,209.77,7.28,0.9677,-0.1856,0.27,1.3,1.0,-0.6,0.15509713,1.27,2.25,0.75,-4.081,0.7605343,3.6,17.275,1.81,0.01,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,1.57,12.840109
TAT,-0.46296299,2640000000.0,1.29,0.13,1.0,0.0,0.2,-0.06,0.0,147.0,12.33,0.129,0.0,0.0,27970000000.0,3.64,0.62,1.3781,-0.073,1.3784999999999998,0.9,3.0,-0.622,0.15509713,0.52,0.5088,0.75,2.705,0.7605343,0.12,17.275,0.55,0.01,4.08,0.06942094,0.75,0.26,0.55,4.08,0.55,0.86,0.26164284
UONEK,-0.27179492,2040000000.0,0.84,1.25,1.7,5.57,0.2,-0.1,0.0,999.0,15.7,0.25,0.0,5.26,27970000000.0,102.44,1.16,1.3781,0.07339999999999999,1.3784999999999998,1.7,2.0,-0.375,0.15509713,0.07,2.25,0.75,-4.081,0.7605343,0.56,17.275,1.81,-0.04,1.92,0.06942094,0.75,1.64,1.81,1.92,0.55,0.13,12.840109
ARTL,0.5463917,1190000000.0,1.59,0.0,5.4,0.0,0.2,-0.36,0.0,3.0,12.33,0.001,0.0,0.0,27970000000.0,3.64,0.22,0.061799999999999994,1.7558,1.3784999999999998,5.4,3.0,0.0,0.15542006,0.17,0.5088,0.75,-4.081,0.7605343,0.61,17.275,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.22,12.840109
CNET,0.61599994,2230000000.0,1.82,0.05,1.5,0.01,0.2,-0.1,0.0,449.0,15.7,0.001,0.0,0.01,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.5,2.0,-0.32899999999999996,0.15542006,0.36,2.25,1.72,-4.081,0.7605343,0.54,17.275,1.4,-0.04,2.02,0.06942094,1.72,3.5,1.4,2.02,0.55,0.08,12.840109
GPOR,0.5463917,5290000000.0,6.76,0.02,0.5,8.26,0.2,-0.18,0.2915,298.0,2.54,0.009000000000000001,0.013500000000000002,8.26,27970000000.0,3.64,0.18,0.2999,1.7558,1.3784999999999998,0.5,3.5,-0.7120000000000001,0.15542006,0.01,0.5088,0.75,-4.081,0.7605343,0.35,17.275,1.81,-0.03,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,7.32,12.840109
